loan_date,est_yield,est_loss,est_return,rating,year
12/4/2012,0.0886,0.0124,0.0762,AA,2012
7/19/2013,0.2575,0.1425,0.115,E,2013
6/8/2012,0.2727,0.147,0.1257,E,2012
9/4/2013,0.1765,0.0674,0.1091,C,2013
1/6/2014,0.16463,0.0824,0.08223,C,2014
2/5/2014,0.16717,0.0849,0.08227,C,2014
6/1/2012,0.2766,0.149,0.1276,E,2012
11/18/2011,0.2917,0.165,0.1267,HR,2011
6/12/2012,0.1639,0.0565,0.1074,B,2012
6/13/2012,0.2332,0.089,0.1442,C,2012
3/5/2012,0.2896,0.165,0.1246,HR,2012
2/5/2014,0.08619,0.0274,0.05879,A,2014
8/15/2012,0.1988,0.0599,0.1389,B,2012
11/7/2012,0.1714,0.0749,0.0965,C,2012
1/28/2014,0.11932,0.0474,0.07192,B,2014
9/19/2013,0.0751,0.0199,0.0552,AA,2013
1/30/2013,0.276,0.1575,0.1185,HR,2013
4/19/2012,0.2134,0.099,0.1144,D,2012
12/16/2013,0.14256,0.0649,0.07766,C,2013
8/31/2011,0.2534,0.112,0.1414,D,2011
11/18/2011,0.1493,0.052,0.0973,B,2011
4/23/2012,0.2896,0.165,0.1246,HR,2012
3/22/2012,0.2294,0.119,0.1104,D,2012
4/17/2012,0.2896,0.165,0.1246,HR,2012
12/6/2013,0.17274,0.0899,0.08284,C,2013
10/25/2013,0.15519,0.0699,0.08529,C,2013
4/25/2012,0.1326,0.0565,0.0761,B,2012
12/5/2013,0.16162,0.0799,0.08172,C,2013
1/14/2014,0.14559,0.0674,0.07819,C,2014
8/27/2013,0.1575,0.0574,0.1001,B,2013
5/26/2011,0.2957,0.147,0.1487,E,2011
2/11/2014,0.09628,0.0324,0.06388,A,2014
5/10/2013,0.2126,0.1075,0.1051,D,2013
9/13/2013,0.1952,0.1025,0.0927,D,2013
8/8/2012,0.1259,0.0249,0.101,A,2012
10/28/2013,0.2165,0.1175,0.099,D,2013
10/25/2013,0.25691,0.1475,0.10941,E,2013
1/8/2014,0.15767,0.0774,0.08027,C,2014
3/21/2012,0.2766,0.149,0.1276,E,2012
3/27/2012,0.2766,0.149,0.1276,E,2012
8/7/2013,0.2148,0.0975,0.1173,D,2013
1/6/2014,0.15163,0.0724,0.07923,C,2014
10/24/2012,0.219,0.1125,0.1065,D,2012
9/12/2013,0.1452,0.0574,0.0878,B,2013
12/31/2013,0.06919,0.0199,0.04929,AA,2013
2/27/2014,0.21912,0.1275,0.09162,E,2014
8/28/2012,0.2412,0.0925,0.1487,D,2012
10/30/2013,0.18316,0.0925,0.09066,D,2013
11/29/2013,0.20859,0.1125,0.09609,D,2013
10/23/2013,0.16468,0.0774,0.08728,C,2013
4/30/2012,0.17,0.042,0.128,B,2012
9/14/2012,0.2896,0.1625,0.1271,HR,2012
2/14/2014,0.06919,0.0199,0.04929,AA,2014
2/4/2014,0.1264,0.0524,0.074,B,2014
12/26/2013,0.11932,0.0474,0.07192,B,2013
11/28/2012,0.0701,0.0149,0.0552,AA,2012
11/6/2013,0.27598,0.1625,0.11348,HR,2013
2/7/2014,0.15767,0.0774,0.08027,C,2014
9/13/2013,0.15519,0.0699,0.08529,C,2013
3/6/2014,0.09531,0.0324,0.06291,A,2014
4/17/2012,0.234,0.119,0.115,D,2012
1/24/2013,0.0746,0.0199,0.0547,AA,2013
1/7/2014,0.17019,0.0874,0.08279,C,2014
1/16/2014,0.25006,0.1475,0.10256,E,2014
5/14/2012,0.1346,0.042,0.0926,B,2012
12/20/2011,0.2837,0.149,0.1347,E,2011
12/30/2013,0.17274,0.0899,0.08284,C,2013
11/20/2013,0.25691,0.1475,0.10941,E,2013
5/2/2012,0.2,0.089,0.111,C,2012
11/20/2012,0.0956,0.0299,0.0657,A,2012
2/16/2012,0.2896,0.165,0.1246,HR,2012
8/22/2013,0.1487,0.0599,0.0888,B,2013
1/3/2014,0.13953,0.0624,0.07713,C,2014
10/25/2013,0.15519,0.0699,0.08529,C,2013
6/20/2013,0.241,0.1175,0.1235,D,2013
10/24/2011,0.2437,0.112,0.1317,D,2011
5/17/2013,0.1575,0.0574,0.1001,B,2013
10/29/2012,0.1205,0.0299,0.0906,A,2012
12/22/2011,0.1495,0.0595,0.09,B,2011
2/19/2014,0.07582,0.0224,0.05342,A,2014
9/30/2011,0.2917,0.165,0.1267,HR,2011
6/28/2013,0.1679,0.0724,0.0955,C,2013
9/16/2013,0.08266,0.0224,0.06026,A,2013
2/13/2012,0.2312,0.089,0.1422,C,2012
1/27/2014,0.05501,0.0124,0.04261,AA,2014
2/20/2014,0.14256,0.0649,0.07766,C,2014
6/5/2012,0.195,0.0565,0.1385,B,2012
7/3/2013,0.2447,0.1325,0.1122,E,2013
11/6/2013,0.15264,0.0674,0.08524,C,2013
4/12/2012,0.2896,0.165,0.1246,HR,2012
6/20/2013,0.1932,0.0799,0.1133,C,2013
5/10/2013,0.2447,0.1325,0.1122,E,2013
3/18/2013,0.1382,0.0524,0.0858,B,2013
5/24/2013,0.1181,0.0399,0.0782,A,2013
10/10/2013,0.09653,0.0299,0.06663,A,2013
1/15/2014,0.09628,0.0324,0.06388,A,2014
10/31/2012,0.1714,0.0749,0.0965,C,2012
12/5/2013,0.14559,0.0674,0.07819,C,2013
11/27/2013,0.16862,0.0799,0.08872,C,2013
2/12/2014,0.16717,0.0849,0.08227,C,2014
8/8/2013,0.1076,0.0349,0.0727,A,2013
1/31/2014,0.06919,0.0199,0.04929,AA,2014
1/23/2014,0.25006,0.1475,0.10256,E,2014
12/18/2012,0.2064,0.1025,0.1039,D,2012
7/25/2013,0.126,0.0424,0.0836,B,2013
10/18/2013,0.15867,0.0724,0.08627,C,2013
11/8/2013,0.05001,0.0074,0.04261,AA,2013
12/17/2013,0.14256,0.0649,0.07766,C,2013
6/28/2013,0.1864,0.0749,0.1115,C,2013
3/13/2012,0.0797,0.02,0.0597,A,2012
5/29/2012,0.234,0.119,0.115,D,2012
2/5/2014,0.13203,0.0574,0.07463,B,2014
6/25/2013,0.2575,0.1425,0.115,E,2013
7/6/2012,0.0716,0.033,0.0386,A,2012
3/27/2013,0.2001,0.0849,0.1152,C,2013
4/29/2013,0.2382,0.1275,0.1107,E,2013
8/12/2013,0.1571,0.0649,0.0922,C,2013
2/20/2014,0.09989,0.0349,0.06499,A,2014
10/17/2011,0.2909,0.147,0.1439,E,2011
5/16/2012,0.2727,0.147,0.1257,E,2012
12/20/2012,0.0905,0.0274,0.0631,A,2012
7/3/2012,0.2896,0.165,0.1246,HR,2012
6/1/2012,0.2896,0.165,0.1246,HR,2012
6/22/2011,0.2957,0.147,0.1487,E,2011
10/12/2012,0.2064,0.1025,0.1039,D,2012
8/22/2012,0.2412,0.0925,0.1487,D,2012
5/12/2011,0.2957,0.147,0.1487,E,2011
1/28/2014,0.1121,0.0424,0.0697,B,2014
11/20/2012,0.2206,0.0925,0.1281,D,2012
2/20/2014,0.11932,0.0474,0.07192,B,2014
2/11/2014,0.11567,0.0449,0.07077,B,2014
9/5/2012,0.1259,0.0249,0.101,A,2012
8/30/2012,0.2896,0.1675,0.1221,HR,2012
1/25/2012,0.2392,0.119,0.1202,D,2012
6/17/2013,0.1337,0.0499,0.0838,B,2013
9/7/2011,0.1285,0.038,0.0905,A,2011
4/12/2012,0.1733,0.065,0.1083,C,2012
5/21/2013,0.1615,0.0674,0.0941,C,2013
10/11/2011,0.2534,0.112,0.1414,D,2011
11/30/2011,0.2437,0.112,0.1317,D,2011
2/5/2014,0.22987,0.1325,0.09737,E,2014
7/12/2011,0.2534,0.112,0.1414,D,2011
2/19/2014,0.11567,0.0449,0.07077,B,2014
2/19/2014,0.11932,0.0474,0.07192,B,2014
8/8/2012,0.2614,0.1375,0.1239,E,2012
10/23/2013,0.10568,0.0349,0.07078,A,2013
10/29/2013,0.17416,0.0849,0.08926,C,2013
2/27/2012,0.1326,0.0565,0.0761,B,2012
3/12/2012,0.2134,0.099,0.1144,D,2012
1/14/2014,0.18828,0.1025,0.08578,D,2014
5/18/2011,0.2048,0.1,0.1048,D,2011
5/30/2013,0.2512,0.1375,0.1137,E,2013
2/16/2011,0.2534,0.108,0.1454,D,2011
6/29/2012,0.2134,0.099,0.1144,D,2012
9/25/2012,0.2896,0.1625,0.1271,HR,2012
12/12/2013,0.109,0.0399,0.0691,A,2013
9/27/2011,0.1285,0.038,0.0905,A,2011
3/5/2014,0.16554,0.0874,0.07814,C,2014
1/22/2014,0.17274,0.0899,0.08284,C,2014
11/18/2013,0.13705,0.0549,0.08215,B,2013
1/28/2014,0.08058,0.0249,0.05568,A,2014
8/28/2012,0.2896,0.1625,0.1271,HR,2012
5/22/2013,0.135,0.0474,0.0876,B,2013
2/19/2014,0.06919,0.0199,0.04929,AA,2014
2/13/2014,0.09071,0.0299,0.06081,A,2014
6/21/2012,0.0862,0.02,0.0662,A,2012
2/1/2013,0.1873,0.0874,0.0999,C,2013
2/13/2014,0.12898,0.0549,0.07408,B,2014
10/26/2012,0.2799,0.1625,0.1174,HR,2012
1/3/2014,0.14814,0.0699,0.07824,C,2014
4/18/2012,0.2766,0.149,0.1276,E,2012
10/2/2013,0.15519,0.0699,0.08529,C,2013
2/26/2013,0.1536,0.0624,0.0912,C,2013
3/27/2012,0.2896,0.165,0.1246,HR,2012
10/10/2012,0.1536,0.0624,0.0912,C,2012
8/13/2013,0.0731,0.0199,0.0532,AA,2013
3/7/2011,0.2437,0.108,0.1357,D,2011
6/17/2013,0.1575,0.0574,0.1001,B,2013
12/12/2013,0.10446,0.0374,0.06706,A,2013
10/1/2013,0.11929,0.0424,0.07689,B,2013
6/20/2012,0.234,0.119,0.115,D,2012
3/11/2014,0.11455,0.0474,0.06715,B,2014
2/6/2012,0.2287,0.085,0.1437,C,2012
12/22/2011,0.1758,0.107,0.0688,D,2011
7/13/2012,0.15,0.0565,0.0935,B,2012
9/17/2013,0.17162,0.0824,0.08922,C,2013
2/27/2012,0.1904,0.089,0.1014,C,2012
5/17/2013,0.2,0.0975,0.1025,D,2013
7/6/2011,0.234,0.112,0.122,D,2011
5/18/2011,0.2671,0.13,0.1371,E,2011
2/16/2012,0.2896,0.165,0.1246,HR,2012
10/7/2011,0.2848,0.17,0.1148,HR,2011
10/23/2013,0.07038,0.0174,0.05298,AA,2013
8/12/2013,0.2126,0.1075,0.1051,D,2013
12/9/2013,0.12334,0.0499,0.07344,B,2013
2/19/2014,0.09628,0.0324,0.06388,A,2014
8/21/2013,0.1122,0.0374,0.0748,A,2013
5/20/2013,0.1864,0.0749,0.1115,C,2013
6/14/2011,0.2957,0.147,0.1487,E,2011
10/9/2013,0.14963,0.0649,0.08473,C,2013
5/11/2012,0.2142,0.146,0.0682,E,2012
8/7/2012,0.1988,0.0599,0.1389,B,2012
1/28/2014,0.19571,0.1075,0.08821,D,2014
7/20/2011,0.2534,0.112,0.1414,D,2011
5/25/2012,0.176,0.065,0.111,C,2012
8/13/2013,0.1076,0.0349,0.0727,A,2013
9/25/2013,0.16862,0.0799,0.08872,C,2013
9/21/2012,0.1988,0.0599,0.1389,B,2012
4/23/2013,0.2612,0.1375,0.1237,E,2013
8/22/2013,0.1148,0.0399,0.0749,A,2013
8/6/2012,0.1445,0.033,0.1115,A,2012
3/19/2012,0.3057,0.149,0.1567,E,2012
7/18/2012,0.1106,0.0565,0.0541,B,2012
2/14/2014,0.13953,0.0624,0.07713,C,2014
2/12/2014,0.06546,0.0174,0.04806,AA,2014
11/14/2011,0.1007,0.02,0.0807,A,2011
10/16/2013,0.2706,0.1575,0.1131,HR,2013
9/25/2012,0.1952,0.0849,0.1103,C,2012
1/8/2013,0.1679,0.0724,0.0955,C,2013
5/22/2013,0.276,0.1575,0.1185,HR,2013
8/14/2013,0.1873,0.0874,0.0999,C,2013
5/17/2012,0.234,0.119,0.115,D,2012
3/20/2013,0.1679,0.0724,0.0955,C,2013
3/18/2011,0.2957,0.147,0.1487,E,2011
8/6/2012,0.1095,0.0349,0.0746,A,2012
10/15/2013,0.13449,0.0524,0.08209,B,2013
1/23/2014,0.12898,0.0549,0.07408,B,2014
6/17/2013,0.0751,0.0199,0.0552,AA,2013
5/26/2011,0.1669,0.0595,0.1074,B,2011
2/28/2012,0.0797,0.02,0.0597,A,2012
1/24/2012,0.2822,0.147,0.1352,E,2012
8/21/2013,0.135,0.0474,0.0876,B,2013
5/4/2011,0.2957,0.147,0.1487,E,2011
12/23/2013,0.14814,0.0699,0.07824,C,2013
12/16/2013,0.16717,0.0849,0.08227,C,2013
12/31/2013,0.09071,0.0299,0.06081,A,2013
12/12/2013,0.09071,0.0299,0.06081,A,2013
10/28/2011,0.2437,0.112,0.1317,D,2011
9/28/2012,0.2896,0.1675,0.1221,HR,2012
1/3/2014,0.20961,0.1175,0.09211,D,2014
11/23/2011,0.1483,0.052,0.0963,B,2011
10/30/2013,0.10568,0.0349,0.07078,A,2013
3/29/2011,0.2437,0.108,0.1357,D,2011
1/7/2014,0.11932,0.0474,0.07192,B,2014
10/2/2012,0.2364,0.1175,0.1189,D,2012
11/14/2013,0.1797,0.0899,0.0898,C,2013
9/7/2011,0.1669,0.0595,0.1074,B,2011
7/22/2013,0.2051,0.0899,0.1152,C,2013
10/8/2013,0.14661,0.0624,0.08421,C,2013
3/15/2013,0.1404,0.0499,0.0905,B,2013
5/23/2013,0.1122,0.0374,0.0748,A,2013
2/19/2014,0.12898,0.0549,0.07408,B,2014
3/20/2012,0.1326,0.042,0.0906,B,2012
11/25/2013,0.1797,0.0899,0.0898,C,2013
9/11/2012,0.2341,0.0849,0.1492,C,2012
3/7/2014,0.14089,0.0674,0.07349,C,2014
12/20/2013,0.15767,0.0774,0.08027,C,2013
1/27/2014,0.25006,0.1475,0.10256,E,2014
2/8/2013,0.0684,0.0174,0.051,AA,2013
12/12/2011,0.285,0.165,0.12,HR,2011
3/10/2014,0.10731,0.0424,0.06491,B,2014
7/27/2012,0.2822,0.1275,0.1547,E,2012
5/15/2013,0.1749,0.0774,0.0975,C,2013
12/4/2013,0.1264,0.0524,0.074,B,2013
9/13/2013,0.17162,0.0824,0.08922,C,2013
4/19/2013,0.135,0.0474,0.0876,B,2013
10/11/2013,0.17162,0.0824,0.08922,C,2013
3/22/2011,0.1806,0.087,0.0936,C,2011
1/8/2014,0.13203,0.0574,0.07463,B,2014
2/20/2013,0.1019,0.0524,0.0495,B,2013
4/17/2012,0.2896,0.165,0.1246,HR,2012
3/18/2011,0.2957,0.147,0.1487,E,2011
4/11/2013,0.2318,0.1225,0.1093,E,2013
11/8/2013,0.08643,0.0249,0.06153,A,2013
5/9/2013,0.1417,0.0549,0.0868,B,2013
2/6/2013,0.1015,0.0324,0.0691,A,2013
12/11/2013,0.13507,0.0599,0.07517,B,2013
4/13/2012,0.2896,0.165,0.1246,HR,2012
2/6/2014,0.09628,0.0324,0.06388,A,2014
7/25/2011,0.2534,0.112,0.1414,D,2011
11/19/2013,0.09202,0.0274,0.06462,A,2013
9/20/2013,0.20262,0.1075,0.09512,D,2013
8/6/2013,0.1382,0.0524,0.0858,B,2013
8/8/2013,0.2064,0.1025,0.1039,D,2013
7/26/2013,0.0956,0.0299,0.0657,A,2013
2/12/2013,0.0827,0.0224,0.0603,A,2013
2/28/2013,0.0965,0.0299,0.0666,A,2013
8/22/2012,0.2412,0.0925,0.1487,D,2012
2/12/2014,0.1121,0.0424,0.0697,B,2014
12/16/2013,0.20169,0.1125,0.08919,D,2013
10/31/2011,0.2437,0.112,0.1317,D,2011
1/29/2014,0.15767,0.0774,0.08027,C,2014
11/1/2013,0.13705,0.0549,0.08215,B,2013
8/31/2012,0.116,0.0599,0.0561,B,2012
1/24/2014,0.09628,0.0324,0.06388,A,2014
6/5/2013,0.2447,0.1325,0.1122,E,2013
5/18/2011,0.2957,0.147,0.1487,E,2011
7/31/2012,0.1952,0.0849,0.1103,C,2012
11/19/2013,0.15264,0.0674,0.08524,C,2013
12/16/2013,0.16463,0.0824,0.08223,C,2013
8/30/2013,0.0956,0.0299,0.0657,A,2013
7/15/2013,0.1452,0.0574,0.0878,B,2013
5/20/2013,0.2064,0.1025,0.1039,D,2013
3/4/2014,0.14695,0.0724,0.07455,C,2014
10/12/2011,0.2413,0.105,0.1363,D,2011
11/8/2013,0.1797,0.0899,0.0898,C,2013
12/22/2011,0.2352,0.112,0.1232,D,2011
12/23/2013,0.06919,0.0199,0.04929,AA,2013
10/4/2013,0.22352,0.1225,0.10102,E,2013
8/29/2013,0.1292,0.0474,0.0818,B,2013
3/28/2011,0.2437,0.108,0.1357,D,2011
3/7/2014,0.1971,0.1125,0.0846,D,2014
12/20/2013,0.1121,0.0424,0.0697,B,2013
4/10/2013,0.1937,0.0925,0.1012,D,2013
2/27/2014,0.09796,0.0349,0.06306,A,2014
12/21/2011,0.2015,0.0595,0.142,B,2011
8/24/2012,0.2896,0.1625,0.1271,HR,2012
11/27/2013,0.19571,0.1075,0.08821,D,2013
9/19/2011,0.1669,0.0595,0.1074,B,2011
6/1/2012,0.1166,0.033,0.0836,A,2012
2/14/2012,0.2896,0.165,0.1246,HR,2012
1/31/2011,0.2957,0.147,0.1487,E,2011
12/31/2012,0.1895,0.0649,0.1246,C,2012
1/8/2014,0.09989,0.0349,0.06499,A,2014
1/17/2013,0.261,0.1275,0.1335,E,2013
12/11/2013,0.109,0.0399,0.0691,A,2013
1/4/2012,0.285,0.165,0.12,HR,2012
9/24/2013,0.23673,0.1325,0.10423,E,2013
12/26/2013,0.16717,0.0849,0.08227,C,2013
11/26/2013,0.15519,0.0699,0.08529,C,2013
3/2/2012,0.1304,0.088,0.0424,C,2012
12/11/2012,0.2788,0.1425,0.1363,E,2012
2/28/2013,0.2064,0.1025,0.1039,D,2013
9/30/2011,0.1026,0.026,0.0766,A,2011
7/18/2012,0.1445,0.033,0.1115,A,2012
7/5/2013,0.2021,0.0874,0.1147,C,2013
12/27/2013,0.17019,0.0874,0.08279,C,2013
12/23/2013,0.1264,0.0524,0.074,B,2013
5/8/2012,0.234,0.119,0.115,D,2012
7/17/2012,0.1445,0.033,0.1115,A,2012
8/16/2011,0.2957,0.147,0.1487,E,2011
1/14/2014,0.08619,0.0274,0.05879,A,2014
1/11/2011,0.2778,0.108,0.1698,D,2011
12/11/2012,0.2575,0.1425,0.115,E,2012
2/19/2013,0.2274,0.1075,0.1199,D,2013
7/10/2013,0.2254,0.1175,0.1079,D,2013
2/11/2014,0.1264,0.0524,0.074,B,2014
3/11/2013,0.0731,0.0199,0.0532,AA,2013
11/20/2012,0.2849,0.1475,0.1374,E,2012
1/16/2014,0.1762,0.0925,0.0837,D,2014
11/7/2013,0.14661,0.0624,0.08421,C,2013
10/24/2012,0.1346,0.0349,0.0997,A,2012
10/9/2013,0.23057,0.1275,0.10307,E,2013
12/29/2011,0.0872,0.02,0.0672,A,2011
11/27/2013,0.17274,0.0899,0.08284,C,2013
10/10/2013,0.09202,0.0274,0.06462,A,2013
7/30/2013,0.2064,0.1025,0.1039,D,2013
6/28/2013,0.1808,0.0824,0.0984,C,2013
3/11/2014,0.14345,0.0699,0.07355,C,2014
8/20/2013,0.103,0.0324,0.0706,A,2013
9/11/2012,0.2469,0.0975,0.1494,D,2012
2/23/2012,0.2896,0.165,0.1246,HR,2012
8/31/2012,0.2681,0.1425,0.1256,E,2012
10/16/2013,0.10208,0.0324,0.06968,A,2013
9/11/2013,0.1571,0.0649,0.0922,C,2013
12/19/2013,0.08619,0.0274,0.05879,A,2013
10/6/2011,0.2848,0.17,0.1148,HR,2011
2/19/2014,0.09989,0.0349,0.06499,A,2014
6/3/2013,0.1382,0.0524,0.0858,B,2013
2/19/2014,0.07582,0.0224,0.05342,A,2014
10/21/2013,0.25691,0.1475,0.10941,E,2013
1/21/2014,0.07582,0.0224,0.05342,A,2014
12/6/2013,0.15767,0.0774,0.08027,C,2013
4/29/2013,0.059,0.0124,0.0466,AA,2013
12/9/2013,0.14256,0.0649,0.07766,C,2013
4/24/2012,0.1639,0.0565,0.1074,B,2012
10/17/2013,0.17716,0.0874,0.08976,C,2013
5/31/2013,0.1932,0.0799,0.1133,C,2013
10/26/2012,0.219,0.1125,0.1065,D,2012
12/13/2013,0.10446,0.0374,0.06706,A,2013
6/18/2013,0.2355,0.1125,0.123,D,2013
12/31/2013,0.14559,0.0674,0.07819,C,2013
7/10/2013,0.0751,0.0199,0.0552,AA,2013
1/22/2014,0.14256,0.0649,0.07766,C,2014
6/3/2013,0.1181,0.0399,0.0782,A,2013
9/17/2013,0.1015,0.0324,0.0691,A,2013
8/6/2012,0.1473,0.0549,0.0924,B,2012
5/4/2012,0.3057,0.147,0.1587,E,2012
10/11/2012,0.1952,0.0849,0.1103,C,2012
7/20/2012,0.2896,0.165,0.1246,HR,2012
9/29/2011,0.2861,0.13,0.1561,E,2011
12/6/2013,0.13507,0.0599,0.07517,B,2013
12/19/2013,0.14814,0.0699,0.07824,C,2013
7/26/2012,0.128,0.02,0.108,A,2012
7/26/2013,0.1808,0.0824,0.0984,C,2013
1/11/2012,0.2853,0.112,0.1733,D,2012
9/10/2013,0.0647,0.0149,0.0498,AA,2013
5/28/2013,0.1829,0.0724,0.1105,C,2013
4/25/2012,0.2896,0.165,0.1246,HR,2012
9/27/2013,0.26366,0.1525,0.11116,HR,2013
12/3/2013,0.16162,0.0799,0.08172,C,2013
1/7/2014,0.109,0.0399,0.0691,A,2014
7/24/2012,0.2896,0.165,0.1246,HR,2012
6/19/2013,0.135,0.0474,0.0876,B,2013
6/25/2012,0.2134,0.099,0.1144,D,2012
11/26/2013,0.1238,0.0449,0.0789,B,2013
7/26/2011,0.2534,0.112,0.1414,D,2011
2/21/2012,0.1326,0.0595,0.0731,B,2012
11/7/2013,0.09653,0.0299,0.06663,A,2013
5/9/2013,0.1404,0.0499,0.0905,B,2013
1/28/2014,0.1121,0.0424,0.0697,B,2014
12/26/2012,0.0849,0.0249,0.06,A,2012
6/10/2013,0.0905,0.0274,0.0631,A,2013
6/26/2013,0.1404,0.0499,0.0905,B,2013
2/13/2014,0.12898,0.0549,0.07408,B,2014
7/17/2013,0.1452,0.0574,0.0878,B,2013
12/11/2013,0.14256,0.0649,0.07766,C,2013
5/28/2013,0.1619,0.0599,0.102,B,2013
7/5/2012,0.3057,0.149,0.1567,E,2012
12/2/2013,0.17274,0.0899,0.08284,C,2013
2/11/2013,0.1873,0.0874,0.0999,C,2013
12/17/2013,0.09989,0.0349,0.06499,A,2013
7/19/2012,0.2896,0.165,0.1246,HR,2012
6/15/2012,0.2,0.089,0.111,C,2012
10/23/2013,0.1797,0.0899,0.0898,C,2013
11/3/2011,0.2917,0.165,0.1267,HR,2011
11/5/2013,0.13705,0.0549,0.08215,B,2013
7/2/2013,0.1337,0.0499,0.0838,B,2013
7/29/2011,0.0699,0.01,0.0599,AA,2011
12/31/2013,0.09628,0.0324,0.06388,A,2013
2/28/2012,0.0797,0.02,0.0597,A,2012
5/24/2012,0.1178,0.061,0.0568,C,2012
8/31/2012,0.0739,0.0174,0.0565,AA,2012
12/13/2013,0.15512,0.0749,0.08022,C,2013
11/27/2013,0.12898,0.0549,0.07408,B,2013
11/22/2013,0.22987,0.1325,0.09737,E,2013
10/30/2012,0.2799,0.1675,0.1124,HR,2012
2/11/2014,0.16463,0.0824,0.08223,C,2014
9/11/2013,0.1061,0.0349,0.0712,A,2013
5/29/2013,0.1292,0.0474,0.0818,B,2013
12/30/2013,0.17019,0.0874,0.08279,C,2013
9/6/2013,0.0684,0.0174,0.051,AA,2013
6/28/2012,0.1166,0.033,0.0836,A,2012
10/7/2013,0.18316,0.0925,0.09066,D,2013
3/28/2013,0.2064,0.1025,0.1039,D,2013
4/13/2012,0.0897,0.033,0.0567,A,2012
3/25/2013,0.1536,0.0624,0.0912,C,2013
7/19/2013,0.1148,0.0399,0.0749,A,2013
1/10/2012,0.2837,0.149,0.1347,E,2012
10/24/2012,0.0849,0.0249,0.06,A,2012
11/27/2013,0.18316,0.0925,0.09066,D,2013
7/8/2011,0.1385,0.038,0.1005,A,2011
10/8/2013,0.15264,0.0674,0.08524,C,2013
6/10/2013,0.126,0.0424,0.0836,B,2013
11/25/2013,0.11929,0.0424,0.07689,B,2013
11/14/2011,0.1669,0.0595,0.1074,B,2011
12/5/2013,0.11567,0.0449,0.07077,B,2013
